trial star/#dMass star/dMass planet/#dMass planet/dMass planet/dEnvelopeMass planet/dOrbPeriod 
rand_2688 2.888411 0.950000 2.391249 -3.035684 -0.192480 -10.360991 
rand_2689 7.183038 1.290000 2.329240 -6.060607 -1.226020 -27.987359 
rand_2690 1.788776 0.585491 15.546900 -1.293967 -0.018863 -20.034384 
rand_2691 4.171247 1.208756 3.700982 -1.004914 -0.009609 -10.177528 
rand_2692 2.579970 0.980000 5.247034 -4.351608 -0.498544 -51.681740 
rand_2693 0.742732 1.080000 3.281858 -2.268304 -0.085979 -11.378527 
rand_2694 2.180565 1.260000 1.449427 -4.068299 -0.420007 -15.962579 
rand_2695 2.238511 0.939584 3.143159 -1.994214 -0.061273 -24.332502 
rand_2696 3.005475 0.782890 0.307741 -1.947624 -0.056841 -23.824171 
rand_2697 4.584954 0.543778 1.668004 -0.360408 -0.000610 -21.279576 
rand_2698 1.904092 0.860000 12.765204 -4.310176 -0.489118 -58.131461 
rand_2699 3.061755 0.800000 1.732229 -2.209501 -0.079512 -10.405197 
rand_2700 3.181033 0.710000 0.848017 -2.750002 -0.143052 -59.170527 
rand_2701 1.659347 0.848241 16.880751 -2.140202 -0.074154 -42.710009 
rand_2702 2.018148 1.100000 0.581801 -7.609124 -2.270496 -13.508530 
rand_2703 6.264507 0.350000 1.133995 -2.507284 -0.112507 -19.645797 
rand_2704 1.763735 0.579496 1.762109 -1.414994 -0.024001 -16.353367 
rand_2705 1.551767 0.890000 1.733839 -1.696657 -0.039407 -27.521925 
rand_2706 1.848248 1.060872 1.525038 -0.783416 -0.004826 -11.158722 
rand_2707 3.045947 1.160000 1.390649 -6.451604 -1.460316 -23.124557 
rand_2708 2.176547 0.750000 3.346425 -0.857831 -0.006251 -22.598334 
rand_2709 2.000628 0.743381 1.805873 -2.160864 -0.075518 -16.587531 
rand_2710 1.524496 1.066909 0.336363 -1.239846 -0.016858 -23.169292 
rand_2711 2.369132 0.920000 2.004725 -1.741137 -0.042623 -11.057602 
rand_2712 2.796541 1.030000 1.365524 -3.184900 -0.213527 -59.577114 
rand_2713 3.173507 0.710000 6.330631 -3.288819 -0.235674 -15.547336 
rand_2714 5.131999 0.774576 2.061604 -4.085335 -0.418442 -19.788388 
rand_2715 2.011709 0.867237 0.217520 -1.502465 -0.028798 -35.212460 
rand_2716 2.645031 1.380734 0.997864 -1.722246 -0.041013 -21.929943 
rand_2717 2.352371 0.370000 4.617663 -0.937700 -0.007980 -42.190630 
rand_2718 1.875075 1.050000 1.558912 -4.503653 -0.544573 -50.442614 
rand_2719 0.562829 0.650000 7.712492 -5.992615 -1.191243 -46.187020 
rand_2720 3.493247 1.169447 6.492823 -2.564914 -0.119578 -22.523885 
rand_2721 2.519186 0.408600 2.411693 -1.732783 -0.041838 -37.163645 
rand_2722 4.173525 1.280000 7.694083 -7.572387 -2.237237 -49.067243 
rand_2723 1.479497 0.671343 5.909598 -2.843554 -0.161225 -46.935721 
rand_2724 3.036328 1.170000 4.980310 -4.358858 -0.497242 -56.204471 
rand_2725 5.144817 1.180000 2.219193 -4.181489 -0.453845 -38.416268 
rand_2726 4.013969 0.710000 0.949525 -2.564179 -0.119115 -49.642277 
rand_2727 2.227021 0.670300 0.305882 -3.697150 -0.319767 -16.356051 
rand_2728 2.133742 0.620000 4.755053 -2.817723 -0.154947 -42.141039 
rand_2729 4.144483 0.430000 3.694106 -2.584892 -0.122624 -14.773510 
rand_2730 4.313371 1.033859 7.212282 -1.706226 -0.040515 -42.945810 
rand_2731 3.077780 1.140000 5.930886 -2.561096 -0.121082 -18.973606 
rand_2732 1.849484 1.200000 2.763836 -3.056202 -0.189269 -45.787644 
rand_2733 1.256026 1.210000 6.210848 -1.792870 -0.045100 -59.238864 
rand_2734 2.383294 1.328874 0.877255 -3.871953 -0.364054 -23.683757 
rand_2735 2.324642 0.875995 0.973091 -2.529317 -0.117817 -20.270267 
rand_2736 6.211106 0.812249 2.762304 -0.741695 -0.004190 -39.397404 
rand_2737 2.575467 0.940000 0.311706 -5.896926 -1.132780 -40.541747 
rand_2738 2.138851 0.720000 4.229323 -3.606975 -0.300952 -18.883286 
rand_2739 2.646516 0.920948 23.835902 -2.041997 -0.064723 -21.457289 
rand_2740 2.288656 1.330000 3.632079 -4.216716 -0.461511 -16.100651 
rand_2741 2.821632 1.135394 0.620554 -2.708395 -0.137483 -49.013353 
rand_2742 1.624984 0.500000 1.162978 -6.458823 -1.463943 -44.665788 
rand_2743 1.618736 0.770000 7.587044 -6.124471 -1.267722 -48.129386 
rand_2744 3.386364 0.910000 0.776519 -1.811634 -0.046527 -49.719228 
rand_2745 3.189138 1.120000 7.727210 -1.730813 -0.042162 -55.766255 
rand_2746 2.903987 0.725538 10.114543 -0.827558 -0.005629 -45.097707 
rand_2747 9.712853 0.907140 1.887076 -1.585166 -0.032987 -48.574043 
rand_2748 2.089325 0.860000 0.964970 -2.790536 -0.150130 -19.733244 
rand_2749 2.653574 0.960000 4.693018 -6.334719 -1.396510 -37.885494 
rand_2750 3.338384 1.080000 1.227899 -4.854587 -0.665738 -30.655507 
rand_2751 2.809170 1.150000 0.592711 -3.020604 -0.189699 -22.943590 
rand_2752 3.349502 0.856992 3.745801 -2.655789 -0.132420 -36.331934 
rand_2753 1.214550 1.343725 7.554040 -2.533363 -0.114939 -33.476417 
rand_2754 1.383800 0.666382 0.752053 -0.801848 -0.005221 -19.108148 
rand_2755 3.005954 0.133182 2.334582 -1.305505 -0.019410 -14.330319 
rand_2756 4.305247 1.049910 4.854734 -2.705848 -0.137707 -49.572314 
rand_2757 2.410586 1.025491 5.760358 -1.317906 -0.020247 -23.284276 
rand_2758 6.051698 0.690000 1.151181 -2.597020 -0.124652 -32.250022 
rand_2759 2.173395 1.204695 4.743963 -1.503388 -0.028213 -37.444358 
rand_2760 4.456997 1.180000 4.057724 -3.275864 -0.232129 -24.002193 
rand_2761 2.240760 1.168072 0.271843 -3.904620 -0.378306 -37.454429 
rand_2762 2.233685 0.540000 3.289534 -2.705811 -0.139267 -26.006718 
rand_2763 3.779439 0.603519 8.604768 -2.377620 -0.096745 -46.914881 
rand_2764 2.214295 0.753391 2.699952 -2.143596 -0.072575 -19.281241 
rand_2765 4.430344 1.090000 0.775332 -1.014902 -0.010009 -18.649666 
rand_2766 2.722900 0.162549 19.507225 -2.094940 -0.070159 -46.848138 
rand_2767 1.323731 1.050000 5.278621 -4.346028 -0.497780 -30.519516 
rand_2768 0.982051 0.534538 2.261767 -1.480505 -0.027255 -20.471594 
rand_2769 3.450944 0.860000 1.396065 -3.719864 -0.329010 -19.560954 
rand_2770 2.819709 1.080000 1.287132 -3.197570 -0.222993 -35.662376 
rand_2771 3.712556 0.960000 0.479799 -2.767648 -0.147150 -22.930302 
rand_2772 3.736428 0.350000 1.992374 -3.191258 -0.216895 -50.325198 
rand_2773 3.240015 0.890000 2.129070 -4.238079 -0.466273 -38.794514 
rand_2774 2.219064 0.961082 3.101240 -1.713909 -0.039549 -38.378169 
rand_2775 4.121993 1.213113 0.644730 -1.167921 -0.014305 -17.678949 
rand_2776 1.636153 0.490000 2.034992 -2.962733 -0.174562 -43.686811 
rand_2777 1.718752 0.920000 1.873989 -4.969908 -0.716056 -29.456144 
rand_2778 3.391889 1.070000 2.781508 -6.310427 -1.366948 -46.631009 
rand_2779 1.985191 0.680000 0.901007 -3.524795 -0.282512 -40.394864 
rand_2780 3.035276 0.630000 0.559965 -0.912223 -0.007414 -56.068015 
rand_2781 2.079582 0.500000 0.657195 -4.041414 -0.416794 -23.995830 
rand_2782 3.267972 1.020000 0.162765 -4.689192 -0.600589 -33.988517 
rand_2783 2.915577 1.370000 0.595964 -5.728566 -1.048439 -47.057377 
rand_2784 3.540913 0.800000 5.267414 -1.071262 -0.011564 -32.236264 
rand_2785 3.334510 0.414947 16.708750 -2.894151 -0.165622 -32.125704 
rand_2786 3.944130 0.120698 4.267568 -2.839701 -0.158937 -30.563012 
rand_2787 6.351641 1.160000 4.535226 -2.854073 -0.158067 -55.691652 
rand_2788 2.850841 1.040000 0.338372 -1.294250 -0.019012 -52.210689 
rand_2789 3.775759 1.177934 0.765821 -3.555167 -0.291904 -34.864711 
rand_2790 4.447917 1.080000 11.957064 -6.827443 -1.645183 -26.056967 
rand_2791 1.244362 1.313747 0.882609 -0.405426 -0.000827 -32.595345 
rand_2792 4.402549 1.238819 2.595795 -2.425092 -0.105680 -30.530986 
rand_2793 2.855796 1.333875 6.626428 -0.870579 -0.006498 -29.881645 
rand_2794 2.849490 0.411550 10.938029 -3.173587 -0.218689 -33.993953 
rand_2795 4.514549 0.980000 0.137904 -4.873432 -0.690274 -59.974258 
rand_2796 5.741131 1.153036 2.350115 -1.552646 -0.031130 -38.989483 
rand_2797 3.198173 0.749739 2.315656 -2.673117 -0.133997 -40.496112 
rand_2798 3.710846 0.923573 0.900642 -2.465373 -0.106873 -36.798152 
rand_2799 2.641597 1.120000 3.119936 -2.631749 -0.128385 -54.151435 
rand_2800 4.564842 1.110000 1.491094 -2.492982 -0.110793 -17.158139 
rand_2801 7.219917 0.320000 4.516032 -2.022195 -0.063453 -38.338249 
rand_2802 2.646502 0.900000 2.678812 -3.550007 -0.288108 -52.865999 
rand_2803 2.917104 1.040000 6.216843 -3.146892 -0.207538 -15.096915 
rand_2804 3.220198 0.970000 5.978601 -7.060971 -1.868064 -56.666564 
rand_2805 2.305536 0.570000 1.735972 -3.669215 -0.320986 -37.630752 
rand_2806 4.087966 0.867616 20.666538 -1.925459 -0.055562 -46.579192 
rand_2807 0.620465 0.790000 2.448616 -4.204014 -0.459853 -36.712238 
rand_2808 3.495392 0.560000 1.861929 -5.238543 -0.834204 -38.157094 
rand_2809 2.475068 0.787289 5.739884 -2.045636 -0.064914 -42.083954 
rand_2810 3.646806 1.010000 0.930153 -1.936555 -0.057070 -20.736897 
rand_2811 2.447644 0.930000 0.579071 -4.815360 -0.666182 -50.065943 
rand_2812 1.766831 1.210000 0.935469 -2.827052 -0.154933 -16.217328 
rand_2813 3.645128 1.040000 4.949610 -3.951563 -0.384913 -38.594584 
rand_2814 0.691915 1.280000 1.059267 -0.194379 -0.000114 -30.597081 
rand_2815 1.430589 1.340508 0.626159 -1.677156 -0.037909 -49.068281 
rand_2816 5.347305 0.668080 9.597312 -3.244651 -0.227258 -10.915986 
rand_2817 2.106259 1.390884 4.569870 -3.598667 -0.302135 -46.029525 
rand_2818 3.855006 0.930000 2.236461 -3.420858 -0.265087 -14.985712 
rand_2819 3.053306 1.020000 1.969920 -2.644635 -0.130808 -22.000442 
rand_2820 2.429551 1.150000 4.193849 -2.765066 -0.148425 -13.348599 
rand_2821 6.105892 0.743344 9.575833 -0.123058 -0.000033 -48.835119 
rand_2822 4.774881 1.250000 3.468937 -4.235269 -0.460393 -42.187259 
rand_2823 3.220144 0.860000 5.504447 -1.181820 -0.014904 -49.395034 
rand_2824 5.683276 0.630000 9.215165 -2.814798 -0.152601 -23.240767 
rand_2825 3.268069 0.621634 1.033492 -2.886906 -0.166249 -41.480541 
rand_2826 4.245382 1.110000 7.935542 -4.747975 -0.633725 -23.160197 
rand_2827 3.910024 0.210000 3.786297 -3.775351 -0.345024 -24.295518 
rand_2828 6.190421 1.170000 3.802845 -2.411931 -0.102044 -20.439050 
rand_2829 2.733706 0.980000 6.584337 -3.327727 -0.243303 -39.083580 
rand_2830 1.130411 0.580000 0.302188 -4.770536 -0.640831 -46.046118 
rand_2831 2.628262 1.013738 1.290992 -1.559677 -0.031282 -39.455396 
rand_2832 2.232955 0.505540 1.055915 -1.836590 -0.049181 -31.232202 
rand_2833 2.471183 1.262028 11.717261 -2.304791 -0.089705 -41.679775 
rand_2834 3.495114 1.020000 0.747767 -3.388877 -0.256658 -59.973523 
rand_2835 2.468999 1.080000 2.772239 -2.597878 -0.124743 -56.138259 
rand_2836 2.927897 0.900000 0.407895 -1.926192 -0.055216 -54.748121 
rand_2837 7.292139 0.667055 12.550441 -2.443537 -0.104934 -37.790412 
rand_2838 0.816996 0.950000 11.762956 -3.090804 -0.198230 -29.655185 
rand_2839 1.176610 1.212093 18.824678 -3.733597 -0.329724 -17.250283 
rand_2840 3.303236 1.120448 0.831330 -2.770390 -0.149938 -16.593823 
rand_2841 5.761906 1.070000 1.177528 -2.769732 -0.148819 -29.122144 
rand_2842 5.297328 1.060000 2.345886 -2.237894 -0.082076 -50.779785 
rand_2843 2.330829 1.150000 7.794400 -2.197374 -0.079729 -20.266499 
rand_2844 1.618353 1.367550 0.864642 -2.127056 -0.072919 -41.992432 
rand_2845 5.563966 1.292278 3.295804 -0.339809 -0.000514 -27.732332 
rand_2846 3.643497 0.900000 2.820750 -2.190423 -0.077685 -11.598111 
rand_2847 3.295583 1.050000 1.313352 -1.757418 -0.043306 -51.121365 
rand_2848 1.147240 0.362771 0.134977 -1.624296 -0.035799 -26.092192 
rand_2849 1.883838 1.260000 1.360000 -0.717744 -0.003888 -44.811545 
rand_2850 2.160000 1.281589 1.003619 -0.186664 -0.000102 -39.513175 
rand_2851 1.126762 0.830000 50.373148 -4.441996 -0.535222 -27.012281 
rand_2852 1.348238 0.739981 1.214064 -1.981613 -0.060654 -32.911643 
rand_2853 7.270384 0.510000 6.341524 -3.053235 -0.191364 -10.692266 
rand_2854 5.126794 0.769634 3.893224 -1.814884 -0.046825 -26.846453 
rand_2855 1.531661 1.018309 2.453074 -3.590140 -0.296223 -38.210632 
rand_2856 3.430010 0.718778 2.011968 -1.882931 -0.051769 -32.645332 
rand_2857 3.021695 1.253770 1.931912 -2.283330 -0.089135 -36.401913 
rand_2858 2.012083 0.980000 14.622375 -4.055701 -0.422190 -38.704323 
rand_2859 4.542536 0.900000 2.015054 -1.483318 -0.028046 -18.996503 
rand_2860 4.719100 1.100000 1.496500 -3.014021 -0.186771 -45.406135 
rand_2861 2.542137 1.275357 3.934003 -0.669481 -0.003193 -42.239531 
rand_2862 1.489782 1.150000 2.942516 -2.673443 -0.133990 -50.665650 
rand_2863 2.174083 1.021983 0.689515 -2.433218 -0.105490 -43.089773 
rand_2864 5.993464 0.662887 13.274193 -2.347222 -0.093975 -13.429517 
rand_2865 1.736570 1.386126 9.853850 -0.101969 -0.000020 -41.154653 
rand_2866 6.770392 0.970000 2.570207 -6.364626 -1.385482 -13.293361 
rand_2867 3.038525 1.130000 2.437971 -2.668473 -0.135197 -19.635903 
rand_2868 4.648896 1.150000 3.868163 -5.275538 -0.839512 -41.331685 
rand_2869 3.165688 1.337158 0.751162 -1.300823 -0.019669 -11.937389 
rand_2870 2.461321 0.440642 0.996869 -1.750457 -0.043964 -10.413908 
rand_2871 5.353483 1.060000 2.311958 -5.648038 -1.026687 -13.180914 
rand_2872 3.471297 1.374519 1.537673 -0.425365 -0.000957 -18.994734 
rand_2873 4.710496 1.245846 2.630241 -3.110169 -0.201565 -49.279095 
rand_2874 1.790909 0.785979 4.330225 -3.137728 -0.209845 -43.617653 
rand_2875 2.902941 0.890000 0.262459 -2.288711 -0.089026 -46.991800 
rand_2876 1.563810 1.000000 4.915506 -2.104456 -0.070433 -54.450292 
rand_2877 1.468349 0.930000 0.727365 -5.145740 -0.775651 -32.475646 
rand_2878 2.497333 0.685762 0.930879 -4.034046 -0.413996 -29.666631 
rand_2879 2.970199 0.677269 9.711831 -2.787612 -0.151882 -25.246830 
rand_2880 2.431774 1.006101 3.895620 -1.715497 -0.041080 -42.380647 
rand_2881 1.571451 1.351242 8.352945 -1.475481 -0.027028 -18.793501 
rand_2882 2.173476 0.969114 3.420866 -1.879185 -0.051744 -33.626256 
rand_2883 6.985711 0.646055 0.926598 -2.994490 -0.180655 -33.403568 
rand_2884 2.610025 0.890000 1.082539 -5.257894 -0.829328 -15.521849 
rand_2885 2.660543 0.840000 0.466882 -3.649715 -0.311386 -25.649843 
rand_2886 2.451261 0.814267 3.364793 -2.332383 -0.092651 -46.863775 
rand_2887 1.969122 0.590781 0.805673 -2.470606 -0.106609 -21.068701 
rand_2888 2.870589 0.531101 7.060718 -1.133770 -0.013363 -33.057790 
rand_2889 2.017298 1.040000 0.833730 -4.303952 -0.483837 -28.483821 
rand_2890 2.273899 0.537108 0.815646 -3.568951 -0.292006 -21.523857 
rand_2891 2.777769 0.490000 1.251702 -1.850913 -0.050356 -57.788628 
rand_2892 1.602495 1.385104 2.776405 -1.826454 -0.048202 -24.243315 
rand_2893 4.281437 0.700000 2.530839 -6.608596 -1.552240 -46.079991 
rand_2894 0.562666 0.920000 3.331111 -3.339639 -0.248297 -57.954595 
rand_2895 5.251148 1.100000 0.938560 -1.840655 -0.049169 -16.638208 
rand_2896 2.617538 0.890000 1.247852 -0.620166 -0.002592 -20.215443 
rand_2897 5.351065 1.368077 2.861760 -0.526239 -0.001672 -42.966908 
rand_2898 2.775542 0.870000 8.814713 -5.391142 -0.902500 -28.453840 
rand_2899 3.057387 0.757547 0.441575 -1.682203 -0.038828 -49.916159 
rand_2900 2.506513 1.378235 2.920707 -2.450410 -0.105359 -26.208885 
rand_2901 1.448108 1.057089 0.615384 -2.141022 -0.072436 -26.256447 
rand_2902 3.750027 1.311344 0.539648 -2.212620 -0.079353 -38.588015 
rand_2903 1.821411 1.040000 3.132052 -1.727776 -0.042062 -55.659620 
rand_2904 2.616516 0.900000 10.290963 -1.809820 -0.046854 -30.633500 
rand_2905 2.258081 1.186561 0.456072 -2.287729 -0.087339 -46.977252 
rand_2906 3.026172 0.780000 3.928078 -3.205611 -0.218665 -48.244407 
rand_2907 2.730470 1.152987 2.636630 -0.134974 -0.000043 -40.853210 
rand_2908 3.378166 1.080000 2.453747 -6.327282 -1.390420 -47.659534 
rand_2909 3.018011 1.130000 11.396255 -3.065443 -0.192647 -10.594293 
rand_2910 2.568679 0.160562 4.187123 -2.374189 -0.097859 -19.499815 
rand_2911 2.561909 0.910000 3.647999 -7.170655 -1.980897 -25.011166 
rand_2912 3.586410 0.800000 0.898801 -8.688371 -3.205686 -23.901770 
rand_2913 1.220048 1.293755 0.908586 -3.191006 -0.217981 -40.473812 
rand_2914 2.656185 0.940851 2.092151 -1.500124 -0.028495 -25.116357 
rand_2915 3.249296 0.810000 2.789119 -4.128980 -0.435613 -42.022668 
rand_2916 6.145133 0.700000 1.413780 -1.934501 -0.056143 -26.820214 
rand_2917 2.358409 0.923210 1.826827 -2.998094 -0.180403 -39.686764 
rand_2918 2.102107 0.710000 25.021073 -4.349780 -0.498097 -34.594165 
rand_2919 0.793383 1.050000 0.972895 -1.348528 -0.021321 -51.816368 
rand_2920 1.028667 1.330411 2.876901 -2.303895 -0.089312 -36.802264 
rand_2921 1.321166 0.624700 1.870712 -0.664016 -0.003124 -43.341862 
rand_2922 4.226943 0.693125 2.102417 -1.635679 -0.035668 -42.565361 
rand_2923 4.776071 0.978923 6.481780 -3.378048 -0.253301 -45.824014 
rand_2924 4.245356 0.277031 14.595967 -4.493585 -0.541053 -37.167930 
rand_2925 2.254382 0.470000 0.992037 -0.326139 -0.000463 -54.943031 
rand_2926 3.001774 0.719125 1.626340 -1.690747 -0.038872 -15.346502 
rand_2927 2.663914 0.564255 1.914510 -2.961932 -0.178071 -20.011902 
rand_2928 5.509355 0.610060 0.987609 -3.193136 -0.219726 -29.988016 
rand_2929 1.854200 1.020000 2.254599 -8.887158 -3.397589 -36.783955 
rand_2930 5.054206 0.950000 2.184935 -8.468806 -3.022605 -10.035727 
rand_2931 1.321648 0.293769 1.309455 -2.706991 -0.139525 -15.196552 
rand_2932 2.179690 0.590000 0.451735 -3.641674 -0.310844 -24.049621 
rand_2933 4.344200 1.160000 1.088943 -4.151180 -0.442701 -14.506266 
rand_2934 1.763831 0.980000 0.948086 -5.981918 -1.205279 -44.811242 
rand_2935 3.384339 0.990627 1.312753 -2.265598 -0.084807 -25.346669 
rand_2936 1.203015 0.407630 3.359665 -3.291884 -0.236353 -38.297562 
rand_2937 2.154787 1.254221 2.263696 -2.934586 -0.173763 -16.776096 
rand_2938 2.318188 1.170000 25.956839 -4.571875 -0.583217 -42.526179 
rand_2939 1.403527 1.080000 2.968943 -5.130712 -0.783189 -40.200959 
rand_2940 2.227517 0.928551 0.394006 -2.341680 -0.092229 -40.661368 
rand_2941 2.513418 0.340000 4.329704 -2.468795 -0.108657 -12.333775 
rand_2942 3.067614 0.920000 0.773038 -3.445522 -0.263881 -42.773410 
rand_2943 1.566541 1.360000 5.721780 -2.311824 -0.091239 -47.729108 
rand_2944 2.186711 0.858481 2.816000 -1.665264 -0.037233 -14.174258 
rand_2945 1.852753 1.166413 0.340832 -1.124306 -0.013099 -29.335690 
rand_2946 1.623211 1.156810 14.170830 -2.692902 -0.136909 -42.767057 
rand_2947 8.478938 0.267417 0.693840 -2.596786 -0.124585 -11.088320 
rand_2948 2.499794 1.030000 1.361918 -1.696463 -0.039605 -18.316990 
rand_2949 1.864314 1.030000 3.840042 -2.778903 -0.152555 -39.742764 
rand_2950 2.201798 0.820000 4.867950 -2.919214 -0.169132 -42.956840 
rand_2951 4.381927 1.081325 2.187122 -1.561941 -0.031432 -11.034169 
rand_2952 2.189351 1.261628 2.233467 -0.505278 -0.001486 -22.344952 
rand_2953 3.113677 0.720000 1.812536 -4.181216 -0.458415 -21.225526 
rand_2954 3.077678 0.436550 1.121478 -2.376182 -0.098812 -25.518109 
rand_2955 2.374627 0.418035 0.580949 -2.768491 -0.147697 -35.818310 
rand_2956 2.385877 1.233852 1.631079 -0.913262 -0.007412 -11.557315 
rand_2957 2.839880 0.620000 0.260577 -2.619539 -0.128659 -48.284843 
rand_2958 5.216346 1.010000 1.484272 -6.217239 -1.320823 -17.736887 
rand_2959 2.054766 1.090925 0.704181 -4.145342 -0.444561 -24.519065 
rand_2960 1.709869 0.439682 0.861755 -2.749027 -0.146152 -13.606974 
rand_2961 5.911166 1.275916 5.243192 -2.643471 -0.128753 -49.984655 
rand_2962 2.183267 0.650000 6.297290 -3.616556 -0.311438 -29.628871 
rand_2963 3.585961 0.740000 3.538462 -6.642025 -1.543037 -21.579011 
rand_2964 2.107868 1.270000 13.223053 -4.052366 -0.420845 -41.633704 
rand_2965 3.534258 0.800000 1.531253 -5.637327 -1.008197 -11.569160 
rand_2966 1.405120 1.153250 2.938775 -2.813870 -0.154000 -14.544205 
rand_2967 2.053805 1.305772 1.096038 -1.803896 -0.046446 -43.275009 
rand_2968 1.738329 0.930000 6.306179 -0.230766 -0.000179 -29.428520 
rand_2969 3.246882 1.000000 3.237352 -5.648635 -1.024066 -57.033666 
rand_2970 0.630392 0.430000 1.700388 -1.569706 -0.031933 -23.540896 
rand_2971 3.016411 1.236216 4.678895 -2.742341 -0.144451 -29.804178 
rand_2972 2.267764 0.272113 4.063661 -2.045583 -0.066148 -42.925904 
rand_2973 4.877683 0.660000 0.563943 -4.358709 -0.505397 -33.646328 
rand_2974 2.166441 1.310000 4.087084 -5.565853 -0.979743 -42.407854 
rand_2975 2.324070 0.670000 1.261811 -4.162363 -0.444267 -18.992593 
rand_2976 2.310835 1.060000 1.397449 -2.222023 -0.082615 -21.344929 
rand_2977 1.962510 0.968095 13.394671 -2.405061 -0.100436 -11.012367 
rand_2978 1.276222 1.010000 0.237538 -2.350063 -0.094737 -27.617864 
rand_2979 2.986464 0.960000 0.887141 -2.376260 -0.099001 -19.961583 
rand_2980 5.308222 1.070471 1.555502 -1.091441 -0.012100 -28.791152 
rand_2981 4.575801 1.140000 3.538705 -2.557856 -0.119725 -41.389014 
rand_2982 3.604335 1.330000 3.698816 -4.866657 -0.676435 -38.449111 
rand_2983 2.737315 0.808230 2.480463 -2.380319 -0.099947 -34.226376 
rand_2984 1.690906 0.569295 6.302388 -0.731704 -0.004078 -40.211651 
rand_2985 4.456504 1.100000 0.785312 -5.741180 -1.049443 -32.566680 
rand_2986 2.798363 0.276448 1.739976 -4.560899 -0.566089 -40.365015 
rand_2987 1.878777 1.329259 1.683422 -0.556141 -0.001881 -20.664952 
rand_2988 1.684094 0.740000 1.750818 -3.551692 -0.288760 -35.445268 
rand_2989 2.469193 1.060000 3.177749 -3.539232 -0.285399 -52.361196 
rand_2990 3.077802 0.856756 25.755523 -1.092313 -0.011922 -11.357369 
rand_2991 2.649421 0.870000 2.120535 -3.799847 -0.350085 -28.281448 
